year,sido,adm_cd,sigungu,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female
2022,인천광역시,23080,서구,581069,295063,286006,57984,57015,70181,90196,102596,98180,69776,27419,12227,1971,82039,430034,68996,0.12077911573324339,0.15522425047627733,0.17656422903304084,0.1689644431212128,0.12008212449812329,0.07162144254813112,0.11873977100826236,0.7400738982805829,0.4922066054117497
2022,인천광역시,23090,미추홀구,415303,209232,206071,28713,32290,60029,57483,63246,66842,60568,32186,15062,2053,40930,298741,75632,0.1445426592150791,0.1384121954332138,0.15228881082005186,0.16094754913882153,0.14584050681069002,0.11871091708945035,0.1821128188334782,0.7193326318374776,0.49619434485183106
2022,인천광역시,23510,강화군,66420,33292,33128,3301,4445,4490,5070,7017,10897,15064,9596,5955,972,5006,38009,23405,0.0676001204456489,0.07633242999096658,0.10564588979223126,0.16406202950918397,0.22679915688045768,0.24876543209876542,0.35237880156579343,0.5722523336344475,0.49876543209876545
2022,인천광역시,23520,옹진군,19329,11155,8174,912,961,2368,1874,2152,3215,4261,2314,1146,221,1286,12440,5603,0.12251021780743959,0.09695276527497543,0.11133529929122045,0.16633038439650266,0.22044596202597133,0.19043923638056806,0.28987531688136997,0.643592529360029,0.42288788866470073
2022,광주광역시,24010,동구,111181,55149,56032,8416,8116,18219,14520,14451,15845,15554,10353,5614,832,11149,76085,23947,0.16386792707387055,0.13059785394986553,0.1299772443133269,0.1425153578399187,0.13989800415538625,0.15109596064075698,0.2153875212491343,0.6843345535658071,0.5039710022395913
2022,광주광역시,24020,서구,286793,141113,145680,21489,27647,40793,34601,45938,50684,37745,20089,9281,1219,32456,208011,46326,0.14223847862395525,0.12064799350053872,0.1601782470283445,0.1767267680870872,0.1316106041639789,0.10665880966411315,0.16153113918401077,0.7253001293615953,0.5079621887563504
2022,광주광역시,24030,남구,214531,102898,111633,18123,22125,27057,24366,33660,33395,30060,18181,8747,1177,27040,146179,41312,0.12612163277102142,0.11357799105956715,0.1569004013405988,0.15566514862653882,0.14011960975336898,0.1310067076553039,0.19256890612545507,0.6813887037304632,0.5203583631270073
2022,광주광역시,24040,북구,434712,216165,218547,34555,41362,64844,54659,65443,72147,58524,30949,14325,1885,50180,313258,71274,0.1491654244649331,0.12573611954581423,0.15054334823975413,0.16596505272456247,0.13462706343510186,0.10848331769079299,0.163956826588638,0.7206104271333664,0.5027397449345774
2022,광주광역시,24050,광산구,421755,213534,208221,41007,51274,63422,56123,76874,70609,39041,17744,9442,1412,61257,317133,43365,0.15037640336214153,0.13307014736043438,0.18227169802373416,0.16741710234614884,0.09256796007160556,0.06780713921589548,0.10282035779066045,0.7519365508411281,0.4937013194864317
2022,대전광역시,25010,동구,231324,116188,115136,15102,22012,37785,25299,32456,35316,34315,19480,9884,1432,22331,162917,46076,0.1633423250505784,0.10936608393422213,0.14030537255105394,0.15266898376303367,0.14834171983884076,0.13312929051892583,0.19918382874237,0.7042805761615742,0.4977261330428317
2022,대전광역시,25020,중구,224114,109817,114297,14852,20004,27879,24524,33375,37545,34764,20889,10730,1399,22524,152774,48816,0.12439651248917961,0.10942645260894009,0.14891974620059434,0.1675263481977922,0.15511748485145951,0.14732680689292058,0.2178177177686356,0.6816798593572914,0.5099949133030511
