sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_진보당,party_정의당,party_통일한국당,party_우리공화당,party_한국복지당,party_충청의미래당
20220601,9,8회지방선거_기초의원비례,경상북도,영주시,영주시,89061,56293,54399,1894,12980,41419.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,영천시,영천시,90932,51697,49737,1960,11084,38653.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,상주시,상주시,84980,54363,51767,2596,10640,41127.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,경산시,경산시,230676,100037,96993,3044,20968,76025.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상북도,의성군,의성군,47168,34921,32799,2122,5865,26934.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,창원시의창구,창원시,185184,94810,93023,1787,29036,58175.0,1244.0,4568.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,창원시성산구,창원시,212811,112812,110961,1851,37271,62483.0,1498.0,9709.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,창원시마산합포구,창원시,156850,83913,82521,1392,22662,56623.0,587.0,2649.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,창원시마산회원구,창원시,159983,85591,83853,1738,24643,55524.0,619.0,3067.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,창원시진해구,창원시,159730,75199,73617,1582,24262,45701.0,702.0,2952.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,진주시,진주시,292168,155162,152508,2654,43417,101266.0,0.0,7825.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,통영시,통영시,106064,61240,59616,1624,19089,40527.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,고성군,고성군,44745,30304,29266,1038,9098,20168.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,김해시,김해시,444484,203341,200391,2950,82540,108609.0,0.0,9242.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,밀양시,밀양시,92419,50560,48989,1571,13768,35221.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,거제시,거제시,193369,99229,96826,2403,38079,52791.0,0.0,5956.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,양산시,양산시,294411,138370,136102,2268,51285,81820.0,2997.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,하동군,하동군,39428,29113,27467,1646,9996,17471.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,남해군,남해군,38538,27217,25908,1309,9665,16243.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,거창군,거창군,52803,34746,33251,1495,9261,23990.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,9,8회지방선거_기초의원비례,경상남도,합천군,합천군,39435,27360,25871,1489,6258,19613.0,0.0,0.0,0.0,0.0,0.0,0.0
