sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_정의당,party_녹색당,party_무소속,party_통일한국당,party_미래당,party_진보당,party_시대전환,party_우리공화당,party_혁명21,party_독도당,party_신한반도평화체제당,party_기독당,party_노동당,party_깨어있는시민연대당,party_한류연합당,party_자유통일당
20220601,6,8회지방선거_기초의원지역구,서울특별시,서초구,서초구나선거구,63764,36638,34128,2510,3284.0,7855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,서초구,서초구라선거구,46739,26712,26180,532,6295.0,7184.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강남구,강남구다선거구,81332,35540,32568,2972,2490.0,6813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강남구,강남구라선거구,49192,29501,28740,761,8270.0,6899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강남구,강남구바선거구,49071,27512,26352,1160,10441.0,3494.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강남구,강남구사선거구,35124,18789,18405,384,4386.0,3132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강남구,강남구아선거구,44392,26506,26007,499,5414.0,5965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,송파구,송파구가선거구,63592,37076,34040,3036,5928.0,6604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,송파구,송파구마선거구,60303,33088,31640,1448,2879.0,6816.0,0.0,0.0,0.0,0.0,2364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,송파구,송파구바선거구,55269,30526,29301,1225,10048.0,18671.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,송파구,송파구아선거구,76799,43090,41419,1671,18251.0,2302.0,0.0,0.0,0.0,0.0,0.0,2693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20220601,6,8회지방선거_기초의원지역구,서울특별시,강동구,강동구가선거구,84457,48879,45534,3345,8629.0,7554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
