sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_미래통합당,party_우리공화당,party_민중당,party_가자!평화인권당,party_공화당,party_국가혁명배당금당,party_국민새정당,party_민중민주당,party_한나라당,party_무소속,party_정의당,party_민생당,party_미래당,party_한국복지당,party_기본소득당,party_통일민주당,party_친박신당,party_새누리당,party_기독자유통일당,party_노동당,party_충청의미래당
20200415,2,21대국회의원선거_지역구,부산광역시,서구,서구동구,96522,63012,62018,994,26189,34815.0,597.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,동구,서구동구,80987,52770,51927,843,21905,29040.0,565.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,부산진구,부산진구갑,156839,108421,107250,1171,48287,52037.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,5916.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,부산진구,부산진구을,158660,102833,101307,1526,44277,55754.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,동래구,동래구,232595,159393,157584,1809,67430,81722.0,0.0,0.0,0.0,0.0,1081.0,0.0,0.0,0.0,3823.0,3528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,남구,남구갑,120446,82729,81764,965,34778,43805.0,0.0,895.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,1803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,남구,남구을,114836,82159,81196,963,41005,39575.0,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,북구,북구강서구갑,141852,97195,96334,861,48733,46795.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,강서구,북구강서구을,212100,147529,146169,1360,63146,76054.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,1520.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,해운대구,해운대구갑,191197,133831,132775,1056,49633,78971.0,1513.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,2114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,해운대구,해운대구을,154630,103215,101945,1270,46799,53900.0,0.0,0.0,0.0,0.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,사하구,사하구갑,120263,80974,79735,1239,39875,39178.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,사하구,사하구을,157166,101631,100419,1212,38944,59042.0,526.0,1163.0,0.0,0.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,금정구,금정구,210078,144002,142175,1827,57459,77048.0,0.0,0.0,0.0,0.0,1046.0,0.0,0.0,0.0,0.0,3078.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,연제구,연제구,182148,128204,126863,1341,60570,64640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,수영구,수영구,157108,104896,103619,1277,42489,57959.0,0.0,0.0,0.0,0.0,1079.0,0.0,0.0,0.0,0.0,0.0,2092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,사상구,사상구,191651,129101,127514,1587,59346,66353.0,809.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,부산광역시,기장군,기장군,134292,86811,85896,915,38154,42634.0,0.0,0.0,0.0,0.0,805.0,0.0,0.0,0.0,4303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,중구,중구남구,67769,45170,44547,623,14555,29420.0,0.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,남구,중구남구,133305,84766,83575,1191,25177,57050.0,0.0,0.0,0.0,0.0,1348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,동구,동구갑,124323,82213,81103,1110,21594,56444.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,0.0,0.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,동구,동구을,172158,112039,110154,1885,33644,66461.0,0.0,1090.0,0.0,0.0,765.0,0.0,0.0,0.0,4965.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,서구,서구,157355,100090,98717,1373,17580,66574.0,0.0,0.0,0.0,0.0,833.0,0.0,0.0,0.0,9417.0,4313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,북구,북구갑,160316,107834,106214,1620,27395,52916.0,822.0,0.0,0.0,0.0,703.0,0.0,0.0,0.0,21160.0,3218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,북구,북구을,207826,139043,136788,2255,45891,84378.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,5409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,수성구,수성구갑,207130,155155,153850,1305,60462,92018.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,수성구,수성구을,149960,105066,103895,1171,26111,37165.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,40015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,달서구,달서구갑,145177,96442,94943,1499,25523,54700.0,1296.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,11855.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,달서구,달서구을,203446,140408,138848,1560,38969,90762.0,1180.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,2638.0,4612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,달서구,달서구병,133291,85612,84216,1396,23257,46988.0,12707.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,대구광역시,달성군,달성군,208115,133611,131938,1673,35649,88846.0,0.0,1992.0,0.0,0.0,1304.0,0.0,0.0,0.0,4147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,중구,중구강화군옹진군,115214,71230,70434,796,38948,30098.0,776.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,강화군,중구강화군옹진군,62017,41162,40510,652,14968,24668.0,517.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,옹진군,중구강화군옹진군,18582,13651,13317,334,5289,7718.0,150.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,동구,동구미추홀구갑,55752,36365,35902,463,17063,15767.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,2687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,미추홀구,동구미추홀구갑,166276,95532,94242,1290,46417,39116.0,0.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,0.0,7601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,미추홀구,동구미추홀구을,187260,115979,114528,1451,46322,17843.0,0.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,46493.0,3223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,연수구,연수구갑,124956,80926,79957,969,45479,33646.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,연수구,연수구을,176522,127166,126375,791,52806,49913.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,23231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,남동구,남동구갑,219206,135352,133806,1546,72773,59466.0,0.0,0.0,0.0,0.0,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,남동구,남동구을,228545,145945,144379,1566,78795,54264.0,0.0,0.0,0.0,0.0,998.0,0.0,0.0,0.0,3114.0,7208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,부평구,부평구갑,232384,138577,136646,1931,77460,57148.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200415,2,21대국회의원선거_지역구,인천광역시,부평구,부평구을,204936,133838,132308,1530,74264,47789.0,0.0,1244.0,0.0,0.0,1017.0,0.0,0.0,0.0,0.0,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
