sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_새로운미래,party_개혁신당,party_가락특권폐지당,party_대한국민당,party_민중민주당,party_한국국민당,party_무소속,party_녹색정의당,party_기후민생당,party_진보당,party_내일로미래로,party_자유통일당,party_새진보연합,party_우리공화당,party_자유민주당,party_소나무당,party_기독당,party_노동당,party_한국농어민당
20240410,2,22대국회의원선거_지역구,인천광역시,강화군,중구강화군옹진군,62585,44012,43494,518,15548.0,27511,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,옹진군,중구강화군옹진군,18797,13569,13335,234,4687.0,8428,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,동구,동구미추홀구갑,52677,36093,35610,483,18850.0,16760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,미추홀구,동구미추홀구갑,173064,104606,103254,1352,55768.0,47486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,미추홀구,동구미추홀구을,185368,117773,116435,1338,57705.0,58730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,연수구,연수구갑,166126,112907,111854,1053,58663.0,51546,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,연수구,연수구을,156982,111081,110021,1060,56667.0,53354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,남동구,남동구갑,208476,131127,129501,1626,73764.0,52139,0.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,남동구,남동구을,215847,141973,140304,1669,76443.0,63861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240410,2,22대국회의원선거_지역구,인천광역시,부평구,부평구갑,229074,141142,139137,2005,76797.0,62340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
