sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_자유한국당,party_바른미래당,party_무소속,party_민주평화당,party_민중당,party_홍익당,party_대한애국당,party_노동당,party_한국국민당,party_정의당,party_국제녹색당
20180613,5,7회지방선거_광역의원지역구,부산광역시,남구,남구제2선거구,70576,43286,42064,1222,19973.0,20602.0,0.0,0.0,0.0,1489.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,남구,남구제3선거구,42531,25913,24876,1037,13067.0,10850.0,0.0,0.0,0.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,남구,남구제4선거구,41799,24226,23660,566,11649.0,9655.0,1691.0,0.0,0.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,북구,북구제1선거구,68925,36722,35513,1209,18764.0,13401.0,3348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,북구,북구제2선거구,74691,44915,43608,1307,25270.0,18338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,북구,북구제3선거구,49873,30884,30067,817,15872.0,11404.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,북구,북구제4선거구,60418,39547,38694,853,22398.0,16296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,해운대구,해운대구제1선거구,86230,50421,49374,1047,22756.0,18304.0,3737.0,3264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,해운대구,해운대구제2선거구,99854,59580,57607,1973,32331.0,21239.0,0.0,4037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,해운대구,해운대구제3선거구,75095,42106,41223,883,21423.0,14859.0,2636.0,1279.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,해운대구,해운대구제4선거구,80900,48178,46118,2060,25069.0,21049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,사하구,사하구제1선거구,55794,32365,31415,950,17376.0,14039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,사하구,사하구제2선거구,66978,39042,38059,983,20666.0,14642.0,2751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,사하구,사하구제3선거구,64702,36011,35281,730,18074.0,11284.0,2939.0,2394.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,5,7회지방선거_광역의원지역구,부산광역시,사하구,사하구제4선거구,93625,53214,51789,1425,28822.0,22967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
