sg_id,sg_typecode,election_name,sido,sigungu,sgg_name,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_자유한국당,party_바른미래당,party_민주평화당,party_무소속,party_정의당,party_녹색당,party_한국국민당,party_대한애국당,party_민중당,party_한반도미래연합
20180613,4,7회지방선거_기초단체장,충청북도,청주시청원구,청주시,154249,85639,84262,1377,48665.0,23128.0,6422.0,0.0,2179.0,3868.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,충주시,충주시,175414,103605,101224,2381,49942.0,51282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,제천시,제천시,114513,70294,68473,1821,40171.0,22848.0,5454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,단양군,단양군,26796,19079,18491,588,6432.0,8995.0,0.0,0.0,3064.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,영동군,영동군,43904,31224,30439,785,14067.0,16372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,보은군,보은군,30016,22736,22042,694,5101.0,8828.0,1092.0,0.0,7021.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,옥천군,옥천군,44862,30484,29425,1059,15156.0,14269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,음성군,음성군,81826,47536,46417,1119,27974.0,18443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,진천군,진천군,61715,36736,35893,843,22857.0,12130.0,0.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0
20180613,4,7회지방선거_기초단체장,충청북도,괴산군,괴산군,34902,25080,23471,1609,11920.0,10752.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0
